,dataset,generator,metric_name,value
287,bbb_martins_33,gdss,neighborhood_distance_time,136.14340257644653
288,bbb_martins_33,gdss,neighborhood_distance_r=2,219.64029834283792
289,bbb_martins_33,gdss,neighborhood_distance_r=2_time,213.1050591468811
290,bbb_martins_33,jtnn,node_edge_distance,55.35595853318635
291,bbb_martins_33,jtnn,node_edge_distance_time,155.11354637145996
292,bbb_martins_33,jtnn,unlabelled_graph_cycle_distance,104.85160334841102
293,bbb_martins_33,jtnn,unlabelled_graph_cycle_distance_time,108.79308652877808
294,bbb_martins_33,jtnn,cycle_distance,75.81067590403191
295,bbb_martins_33,jtnn,cycle_distance_time,109.88704442977905
296,bbb_martins_33,jtnn,neighborhood_distance,112.81486388815588
297,bbb_martins_33,jtnn,neighborhood_distance_time,148.47019386291504
298,bbb_martins_33,jtnn,neighborhood_distance_r=2,97.55893064550395
299,bbb_martins_33,jtnn,neighborhood_distance_r=2_time,230.0925691127777
300,bbb_martins_40,hiervae,node_edge_distance,53.40908065637676
301,bbb_martins_40,hiervae,node_edge_distance_time,213.858464717865
302,bbb_martins_40,hiervae,unlabelled_graph_cycle_distance,49.23652378339857
303,bbb_martins_40,hiervae,unlabelled_graph_cycle_distance_time,180.99770832061768
304,bbb_martins_40,hiervae,cycle_distance,41.97876856793445
305,bbb_martins_40,hiervae,cycle_distance_time,177.32211446762085
306,bbb_martins_40,hiervae,neighborhood_distance,77.21023445624968
307,bbb_martins_40,hiervae,neighborhood_distance_time,205.29558563232422
308,bbb_martins_40,hiervae,neighborhood_distance_r=2,71.4356638361552
309,bbb_martins_40,hiervae,neighborhood_distance_r=2_time,298.3506135940552
310,bbb_martins_40,moflow,node_edge_distance,317.2510912770053
311,bbb_martins_40,moflow,node_edge_distance_time,167.68155932426453
312,bbb_martins_40,moflow,unlabelled_graph_cycle_distance,381.08687087746347
313,bbb_martins_40,moflow,unlabelled_graph_cycle_distance_time,123.39255475997925
314,bbb_martins_40,moflow,cycle_distance,237.14451971109509
315,bbb_martins_40,moflow,cycle_distance_time,119.76425337791443
316,bbb_martins_40,moflow,neighborhood_distance,143.0995919576484
317,bbb_martins_40,moflow,neighborhood_distance_time,162.5681939125061
318,bbb_martins_40,moflow,neighborhood_distance_r=2,155.95529911078452
319,bbb_martins_40,moflow,neighborhood_distance_r=2_time,249.90307927131653
320,bbb_martins_40,wgan,node_edge_distance,5173.082366800854
321,bbb_martins_40,wgan,node_edge_distance_time,209.13782715797424
322,bbb_martins_40,wgan,unlabelled_graph_cycle_distance,583.4795001092494
323,bbb_martins_40,wgan,unlabelled_graph_cycle_distance_time,178.46435546875
324,bbb_martins_40,wgan,cycle_distance,293.57237734029553
325,bbb_martins_40,wgan,cycle_distance_time,179.84339022636414
326,bbb_martins_40,wgan,neighborhood_distance,700.9994483992597
327,bbb_martins_40,wgan,neighborhood_distance_time,891.4735782146454
328,bbb_martins_40,wgan,neighborhood_distance_r=2,163.77220447771384
329,bbb_martins_40,wgan,neighborhood_distance_r=2_time,968.4355478286743
330,bbb_martins_40,stgg,node_edge_distance,4.922350198729905
331,bbb_martins_40,stgg,node_edge_distance_time,257.6958215236664
332,bbb_martins_40,stgg,unlabelled_graph_cycle_distance,7.864417330508135
333,bbb_martins_40,stgg,unlabelled_graph_cycle_distance_time,186.08459401130676
334,bbb_martins_40,stgg,cycle_distance,3.547969910301844
335,bbb_martins_40,stgg,cycle_distance_time,184.67966032028198
336,bbb_martins_40,stgg,neighborhood_distance,22.499832416830767
337,bbb_martins_40,stgg,neighborhood_distance_time,251.06875467300415
338,bbb_martins_40,stgg,neighborhood_distance_r=2,14.222246737951647
339,bbb_martins_40,stgg,neighborhood_distance_r=2_time,389.33289527893066
340,bbb_martins_40,gdss,node_edge_distance,287.16317296364946
341,bbb_martins_40,gdss,node_edge_distance_time,174.2722508907318
342,bbb_martins_40,gdss,unlabelled_graph_cycle_distance,752.3667833783247
343,bbb_martins_40,gdss,unlabelled_graph_cycle_distance_time,121.39565229415894
344,bbb_martins_40,gdss,cycle_distance,185.35476539847437
345,bbb_martins_40,gdss,cycle_distance_time,121.88629007339478
346,bbb_martins_40,gdss,neighborhood_distance,278.06746225729114
347,bbb_martins_40,gdss,neighborhood_distance_time,163.9075174331665
348,bbb_martins_40,gdss,neighborhood_distance_r=2,414.9035313815765
349,bbb_martins_40,gdss,neighborhood_distance_r=2_time,248.50195455551147
350,bbb_martins_40,jtnn,node_edge_distance,32.791768280683435
351,bbb_martins_40,jtnn,node_edge_distance_time,162.618417263031
352,bbb_martins_40,jtnn,unlabelled_graph_cycle_distance,100.0852873846474
353,bbb_martins_40,jtnn,unlabelled_graph_cycle_distance_time,117.07040691375732
354,bbb_martins_40,jtnn,cycle_distance,79.04436397493019
355,bbb_martins_40,jtnn,cycle_distance_time,118.42446398735046
356,bbb_martins_40,jtnn,neighborhood_distance,120.01924046942788
357,bbb_martins_40,jtnn,neighborhood_distance_time,157.6790680885315
358,bbb_martins_40,jtnn,neighborhood_distance_r=2,106.67965603940192
359,bbb_martins_40,jtnn,neighborhood_distance_r=2_time,238.49766635894775
360,cyp1a2_veith_25,hiervae,node_edge_distance,197.4017384092989
361,cyp1a2_veith_25,hiervae,node_edge_distance_time,602.4187579154968
362,cyp1a2_veith_25,hiervae,unlabelled_graph_cycle_distance,437.8713920115938
363,cyp1a2_veith_25,hiervae,unlabelled_graph_cycle_distance_time,429.9670798778534
364,cyp1a2_veith_25,hiervae,cycle_distance,585.7507847879381
365,cyp1a2_veith_25,hiervae,cycle_distance_time,425.87621235847473
366,cyp1a2_veith_25,hiervae,neighborhood_distance,507.21035058011023
367,cyp1a2_veith_25,hiervae,neighborhood_distance_time,586.2976939678192
368,cyp1a2_veith_25,hiervae,neighborhood_distance_r=2,512.5577042720804
369,cyp1a2_veith_25,hiervae,neighborhood_distance_r=2_time,897.1782677173615
370,cyp1a2_veith_25,moflow,node_edge_distance,9759.058935241068
371,cyp1a2_veith_25,moflow,node_edge_distance_time,591.9605324268341
372,cyp1a2_veith_25,moflow,unlabelled_graph_cycle_distance,1417.4132852680789
373,cyp1a2_veith_25,moflow,unlabelled_graph_cycle_distance_time,415.69359731674194
374,cyp1a2_veith_25,moflow,cycle_distance,1048.67583878667
375,cyp1a2_veith_25,moflow,cycle_distance_time,417.4444019794464
376,cyp1a2_veith_25,moflow,neighborhood_distance,5678.443145065219
377,cyp1a2_veith_25,moflow,neighborhood_distance_time,582.094658613205
378,cyp1a2_veith_25,moflow,neighborhood_distance_r=2,806.2067601198357
379,cyp1a2_veith_25,moflow,neighborhood_distance_r=2_time,881.2801687717438
380,cyp1a2_veith_25,wgan,node_edge_distance,8668.045970885469
381,cyp1a2_veith_25,wgan,node_edge_distance_time,626.4900863170624
382,cyp1a2_veith_25,wgan,unlabelled_graph_cycle_distance,1308.2120714891003
383,cyp1a2_veith_25,wgan,unlabelled_graph_cycle_distance_time,469.0097556114197
384,cyp1a2_veith_25,wgan,cycle_distance,755.9470191278361
385,cyp1a2_veith_25,wgan,cycle_distance_time,466.2441885471344
386,cyp1a2_veith_25,wgan,neighborhood_distance,3254.420533209286
387,cyp1a2_veith_25,wgan,neighborhood_distance_time,912.1320068836212
388,cyp1a2_veith_25,wgan,neighborhood_distance_r=2,1022.5960421971772
389,cyp1a2_veith_25,wgan,neighborhood_distance_r=2_time,1549.463933467865
390,cyp1a2_veith_25,stgg,node_edge_distance,69.97167088344136
391,cyp1a2_veith_25,stgg,node_edge_distance_time,986.337381362915
392,cyp1a2_veith_25,stgg,unlabelled_graph_cycle_distance,6.553575050071174
393,cyp1a2_veith_25,stgg,unlabelled_graph_cycle_distance_time,694.1999046802521
394,cyp1a2_veith_25,stgg,cycle_distance,2.0141996360136964
395,cyp1a2_veith_25,stgg,cycle_distance_time,694.6447429656982
396,cyp1a2_veith_25,stgg,neighborhood_distance,36.49862180128498
397,cyp1a2_veith_25,stgg,neighborhood_distance_time,963.4555630683899
398,cyp1a2_veith_25,stgg,neighborhood_distance_r=2,20.89834890634028
399,cyp1a2_veith_25,stgg,neighborhood_distance_r=2_time,1503.6435778141022
400,cyp1a2_veith_25,gdss,node_edge_distance,863.8824272260229
401,cyp1a2_veith_25,gdss,node_edge_distance_time,661.75217461586
402,cyp1a2_veith_25,gdss,unlabelled_graph_cycle_distance,1730.6972661025197
403,cyp1a2_veith_25,gdss,unlabelled_graph_cycle_distance_time,466.208535194397
404,cyp1a2_veith_25,gdss,cycle_distance,4115.877422774884
405,cyp1a2_veith_25,gdss,cycle_distance_time,462.91707944869995
406,cyp1a2_veith_25,gdss,neighborhood_distance,1141.8490269026172
407,cyp1a2_veith_25,gdss,neighborhood_distance_time,638.2007269859314
408,cyp1a2_veith_25,gdss,neighborhood_distance_r=2,707.8924553171835
409,cyp1a2_veith_25,gdss,neighborhood_distance_r=2_time,988.5281176567078
410,cyp1a2_veith_25,jtnn,node_edge_distance,108.92492038285211
411,cyp1a2_veith_25,jtnn,node_edge_distance_time,680.970356464386
412,cyp1a2_veith_25,jtnn,unlabelled_graph_cycle_distance,121.26853850468606
